Item Number,Old product code,LOCAL ITEM NAME TRANSLATION,UPC Code,Primary Units Type
2014409,HD500/20*347*495,Dēlītis no plastmasas PE500 naturāla materiāla 20x347x495mm,2000920144097,Gabals
2014410,HD500/20*305x455,Dēlītis no plastmasas PE500 sarkanbrūns 20x305x455mm,2000920144103,Gabals
2014411,HD500/20*398*600,Dēlītis no plastmasas PE500 zaļš 20xx398x600mm,2000920144110,Gabals
2014412,HD500/20*395*595,Dēlītis no plastmasas PE500 zils 20x395x595mm,2000920144127,Gabals
2014413,HD500/20*325*525,Dēlītis PE500 zils 20x325x525mm,2000920144134,Gabals
2014414,HD500/20*325*525S,Dēlītis PE500 sarkans 20x325x525mm,2000920144141,Gabals
2014415,2501960,Palīgmateriāli,2000920144158,Gabals
2014416,202344,Seal o-ring,2000920144165,Gabals
2014417,S19.000.102,Shelf 650c530mm grey 2/1 (air duct),2000920144172,Gabals
2014418,719.394.026,Label for Antunes HEBT-5V crown 1,2000000284323,Gabals
2014419,719.394.027,Label for Antunes HEBT-5V Club 2,2000000284330,Gabals
2014420,719.394.029,Label for Antunes HEBT-5V Crown 4,2000000284354,Gabals
2014421,719.394.028,Label for Antunes HEBT-5V Heel 4,2000000284347,Gabals
2014422,2097161,Valve - 1/2 check,2000920144226,Gabals
2014423,2094805,Gasket collector fryer (2094805),2000920144233,Gabals
2014424,2500976,Kompresors NEK2116Z,2000920144240,Gabals
2014425,2501990,Palīgmateriāli,2000920144257,Gabals
2014426,2501916,Stikla dutriņa nokomplektēta Garbin raudzētavai,2000920144264,Gabals
2014427,2501949,Palīgmateriāli,2000920144271,Gabals
2014428,2501911,Temperatūras devējs PT100,2000920144288,Gabals
2014429,2501944,Sildelements 2000W 230V,2000920144295,Gabals
2014430,2501961,Palīgmateriāli,2000920144301,Gabals
2014431,2501985,Palīgmateriāli,2000920144318,Gabals
2014432,2501930,Suzumo griešanas asmenis,2000920144325,Gabals
2014433,2501987,Durvju rokturis MT10-11,2000920144332,Gabals
2014434,KR736,"Stikls 6mm, gravēts, pulēts",2000920144349,Gabals
2014435,LES-9286,Gāzes atspere 22-10 EW 283-95-1200N,2000920144356,Gabals
2014436,Penosil,Penosil karstumizsturīgs hermētiķis,2000920144363,Kilogram
2014437,AV-96,Avārijas poga sēne,2000920144370,Gabals
2014438,1946387,"Konktaktu bloks 1NC, M22-K01",2000920144387,Gabals
2014439,R5ASS005R,Remonta plate,2000920144394,Gabals
2014440,SD2690-04095,Roller pusher 70mm,2000920144400,Gabals
2014441,089305540,Daudzfunkcionālais aerosols Multi,2000920144417,Liter
2014442,SD50433-02,"Handle, Matt ground, aluminium",2000920144424,Gabals
2014443,SD426604-01,"Handle bushing inner, C-series",2000920144431,Gabals
2014444,EBM16/1,Ventilatora dzinējs 16W EBM,2000920144448,Gabals
2014445,3185093,Ventilatora režģis 230mm,2000920144455,Gabals
2014446,SD5763-01008,Heating element 4.5kW incoloy,2000920144462,Gabals
2014447,59488,Paketslēdzis,2000920144479,Gabals
2014448,SDUNICC5,Teflona slaids,2000920144486,Gabals
2014449,27384,"Lokanais pievads, antivibrācijas šļūtene",2000920144493,Gabals
2014450,1068/04A6,"Solenoīda vārsts NC 3/8"" + spole",2000920144509,Gabals
2014451,RMS08,"Mitruma sensors, filtrs",2000920144516,Gabals
2014452,RMS09,Sildelementu grupa,2000920144523,Gabals
2014453,OLM393652,Palīgmateriāli,2000920144530,Gabals
2014454,5411183089891,"Universāla līme-hermētiķis, FIX ALL",2000920144547,Gabals
2014455,16558,Tefcold GUF140 saldētava GN2/1,2000920144554,Gabals
2014456,OmegaPlus400,Mono Omega Plus 400 konditorejas depozitors,2000920144561,Gabals
2014457,Mono/1,Standart Soft Mix Template - number of outlets 5 and 6,2000920144578,Gabals
2014458,Mono/2,Intermediate Gears for soft mix hopper,2000920144585,Gabals
2014459,Mono/3,Pack of 84 assorted plastic nozzles,2000920144592,Gabals
2014460,Mono/4,Mono automatic filler package deal,2000920144608,Gabals
2014461,Mono/5,Additional eclair nozzles,2000920144615,Gabals
2014462,Mono/6,Foot pedal,2000920144622,Gabals
2014463,mm03474,Detaļas NT AISI304 S1.5 slīpētas locītas,2000920144639,Gabals
2014464,nm02176,Detaļas NT AISI304 S1.5 un S1.0,2000920144646,Gabals
2014465,ROM66,Svaru remonts un regulēšana,2000920144653,Gabals
2014466,ROM67,LCD D2,2000920144660,Gabals
2014467,OLM393461,Palīgmateriāli,2000920144677,Gabals
2014468,X404-3050,Zāģlenta 3050*20 4TPI,2000000031866,Gabals
2014469,REV094,Kondensāta sūknis Combi,2000000287058,Gabals
2014470,58x33m,Uzlīme T.Eco 58x33m / 0.28kg (kastē 40ruļļi),2000920144707,Gabals
2014471,440864142,Palīgmateriāli,2000920144714,Gabals
2014472,440858100,Palīgmateriāli,2000920144721,Gabals
2014475,DOM5EFTP,"Datu kabelis UTP 5e.kat pelēks, ar ekrānu (FTP)",2000920144752,Meter
2014477,58x40,Uzlīme T.Top Freez 58x40 - rullī/1000uzl. = 0.32kg,2000920144776,Gabals
2014478,04561,"Nozzle/horn locking nut, closed, black plastic (stuffers/fillers F, PF500)",2000920144783,Gabals
2014479,Q32-0182,Plastified rack 550x530 cabinet D.7,2000920144790,Gabals
2014480,4081014,S/S sliede 530x565mm,2000920144806,Gabals
2014481,87007-NO,Higel ledus ģenerātors HEC 400,2000000199054,Gabals
2014482,1019937,Polikarbonāta krūze HBB255/HBH455/HBF510 1.4L,2000000073248,Gabals
2014483,59174581,Transformer - Auto & snubber,2000920144837,Gabals
2014484,440716482,Palīgmateriāli,2000920144844,Gabals
2014485,440857010,Palīgmateriāli,2000920144851,Gabals
2014486,5136407,Cartridge heater kit,2000920144868,Gabals
2014487,3500021,Gas jet M10x1 d.0.95mm,2000920144875,Gabals
2014488,3500025,Gas jet M10x1 d.1.20mm,2000920144882,Gabals
2014489,4002900,By-pass screw d.0.45mm for Mod.20/21,2000920144899,Gabals
2014490,3049106,Delayde fuse d.6.3x32mm - 10pcs,2000920144905,Gabals
2014491,4013758,Handy NT tvertne ledus ģenerātoram Higel HC200/400,2000000200651,Gabals
2014492,HD500/5x40x1975,Plastmasa PC Makrolife caursp. 5x40x1975mm,2000920144929,Gabals
2014493,HD500/kr,Kājiņa no PE500 nat. ar skrūvēm,2000920144936,Gabals
2014494,HD500/4x450x465,Plastmasa PC Makrolife caursp. 4x450x465mm,2000920144943,Gabals
2014495,1051623,IID 4P 40A 30mA noplūdes strāvas slēdzis,2000920144950,Gabals
2014496,1002273,Āderuzgalis izol. 6.0/12mm dzelt. TE 100gab.,2000920144967,Gabals
2014497,2500778,Tangenciālais ventilators 180mm (kreisais) ar kabeli,2000920144974,Gabals
2014498,2501484,Bipolaru slēdžu komplekts,2000920144981,Gabals
2014499,OLP567605,Palīgmateriāli,2000920144998,Gabals
2014500,560.0003.065,Thermoblock 230V 2000W,2000000282930,Gabals
2014501,560.0543.214,Hot water boiler 230V 2.5kW,2000920145018,Gabals
2014502,2502002,Iztvaikotājs EG-130AC5-C25,2000920145025,Gabals
2014503,2502030,Palīgmateriāli,2000920145032,Gabals
2014504,2501935,Vara caurule 15x1,2000920145049,Meter
2014505,2500973,Caurule ar izolāciju 3/8,2000920145056,Meter
2014507,4013398,Handy NT galds ar durvīm un 2 plauktiem 2000x700x900,2000920145070,Gabals
2014508,4013399,"Handy NT galds ar izlietni, durvīm un dubult plauktu 2700x700x900",2000920145087,Gabals
2014509,4013400,Handy NT nosūce 2700x800x450,2000920145094,Gabals
2014510,4013401,Handy NT nosūce 1200x800x450,2000920145100,Gabals
2014511,4013402,Handy NT galds ar izlietni 600x700x900,2000920145117,Gabals
2014512,A150674,Bartscher A150674 elektriskais grils Panini,2000000117645,Gabals
2014513,SD60894-800,Door handle cpl.right S400,2000920145131,Gabals
2014514,2753315,Eicker atkaulošanas nazis 15cm pusciets izliekts,2000000201573,Gabals
2014515,22000063633,Smidzinātāja komplekts,2000920145155,Gabals
2014516,500991751,Savienojums un premium ar aquastop,2000920145162,Gabals
2014517,8PDD653802,Paplāte Electrolux krāsnij,2000920145179,Gabals
2014518,2501059,Vitrīnu noņemšana pēc tāmes,2000920145186,Gabals
2014519,NEK6210U,Kompresors NEK6210U,2000920145193,Piece
2014520,94.04.SPA,Pamatne 55.32 un 55.34 relejiem ar plast. turētāju,2000920145209,Piece
2014521,ROM591,Akumulators 6V 3.2Ah,2000920145216,Piece
2014522,221-2411,Atsperklemme Wago 0.2-4.0mm2 caurejošā,2000920145223,Piece
2014523,THB2396ZFZ,Saldēšanas iekārtas kompresors THB 2396 ZFZ,2000920145230,Piece
2014524,409503,"Mod.automāts DX3, 3P 40A D 16kA Legrand",2000920145247,Gabals
2014525,500561891,Trose universāla 2mm 7x7,2000920145254,Gabals
2014526,1008228,Jura Claris Smart ūdens filtrs 3gab/iepak.,- None -,Gabals
2014527,2500853,Ring 170mm,2000920145278,Gabals
2014528,2502032,Palīgmateriāli,2000920145285,Gabals
2014529,2501966,Palīgmateriāli,2000920145292,Gabals
2014530,2501968,Palīgmateriāli,2000920145308,Gabals
2014531,2501967,Palīgmateriāli,2000920145315,Gabals
2014532,2501963,Palīgmateriāli,2000920145322,Gabals
2014533,440863954,Palīgmateriāli,2000920145339,Gabals
2014534,16496,Tefcold SA920 aukstais galds GN1/1,2000920145346,Gabals
2014535,16495,Tefcold SA914 aukstais galds GN1/1,2000920145353,Gabals
2014536,31538,Tefcold LPD1503F/BLACK ledusskapis,2000920145360,Gabals
2014537,32309,Tefcold UR600 CEE 7/7 ledusskapis,2000920145377,Gabals
2014538,P-75663,Nazis,2000920145384,Gabals
2014539,16248,Tefcold IC700SC saldētava,2000000154671,Gabals
2014548,S636,Atbalsts gumijas L600xH95xP130,2000000105000,Gabals
2014550,06-12.20,"Izolētas caurules 9x1/4x1/2"" - 20m",2000000296135,Gabals
2014553,FR21023064,Steam boiler FCS 4050,2000920145537,Gabals
2014554,GES000352,Palīgmateriāli,2000920145544,Gabals
2014557,501607018,Smidzinātājs 220979 0.5L balts,2000920145575,Gabals
2014558,OLM394849,Palīgmateriāli,2000920145582,Gabals
2014559,41520055.A1,Blind vane 7mm RVF 4/7 for rotor bolted,2000920145599,Gabals
2014560,30000251,Blīvgumija 13x2,2000920145605,Gabals
2014561,61008019,Slīdošais gredzens D22.5xD18x0.5,2000920145612,Gabals
2014562,PF026D,Speedy copter Ciok pasta 3kg,2000920145629,Iepakojums
2014563,4014104,Rokas siksna MC 33 skenerim,2000920145636,Gabals
2014564,39910,J80U grozs,2000000279046,Gabals
2014565,ROM592,Devējs D1,2000000193328,Gabals
2014566,L30220220527005069118,Palīgmateriāli,2000920145667,Gabals
2014567,NEU2155U,Kompresors NEU 2155 U,2000920145674,Gabals
2014568,A389195,221-413 universāla savienojuma klemme 3-vietīga 0.2-4mm2 (10gab),2000000181257,Gabals
2014569,5212942,Taimeris elektronisks 3T Aqua 50/80 Dihr,2000920145698,Gabals
2014570,441088587,Palīgmateriāli,2000920145704,Gabals
2014571,2444SJX0001,Plēve SKINPAK P23 0.150x422mm,2000920145711,Gabals
2014572,2501059,Kondicionētāja pārvietošana,2000920145728,Gabals
2014573,2501981,Iztvaikotājs 430x270x90mm,2000920145735,Gabals
2014574,441063644,Palīgmateriāli,2000920145742,Gabals
2014575,KWR-200-P-C,Walter Geratebau KWR-200-P-C mazgāšanas iekārta,2000920145759,Gabals
2014576,Walter525-1326,Eļļa pārtikas pārstrādes iekārtām Mobil SHC Cibus,2000920145766,Gabals
2014577,KWR-200-P-C/UPS,Ūdens padeves šļūtene (zila) 19mmx5m,2000920145773,Gabals
2014578,KWR-200-P-C/STK,Sienas turētājs ķīmisko vielu konteineriem 10L,2000920145780,Gabals
2014579,OLS737272,Palīgmateriāli,2000920145797,Gabals
2014580,A288776,A9C20731 modulārais kontaktors Acti9 iCT 25A 1NO 220-240 VAC,2000920145803,Gabals
2014581,150983,Bartscher DTE5 dzērienu dispensers (150983),2000920145810,Gabals
2014582,560.0004.157,Cover 647 for pow der spout V4,2000920145827,Gabals
2014583,560.0004.205,Spout base for powder,2000920145834,Gabals
2014584,560.0003.979,"Fronting aid 648, assembled",2000920145841,Gabals
2014585,90116046,Palīgmateriāli,2000920145858,Gabals
2014586,21350114,Adler TOP 1200 E DP PD trauku mazgājāmā mašīna,2000920145865,Gabals
2014588,441140337,Palīgmateriāli,2000920145889,Gabals
2014593,90118475,Palīgmateriāli,2000920145933,Gabals
2014594,IND221474,Monolītais polikarbonāts PC Makrolife caursp.biez.5x92x125mm,2000920145940,Gabals
2014595,9003399465208,"Kontaktdakša ar zemējumu, PCE 250V/16A/IP54 gumijas/melna",2000920145957,Gabals
2014596,441040843,Palīgmateriāli,2000920145964,Gabals
2014597,SF23092S2092HBL,Ventilators 92x92x25mm AC230V 56.5m3/h 38.5dBA,2000920145971,Gabals
2014598,2022/279,Krāvēju pakalpojumi,2000920145988,Gabals
2014599,501605088,Kontakdakša 02495 IP4 melna (501605088),2000920145995,Gabals
2014600,2502029,Durvju rokturis Retigo krāsnij,2000920146008,Gabals
2014601,2501974,Durvju blīvgumija 011 Vision,2000920146015,Gabals
2014602,2501975,Stikla aizbāznis Vision,2000920146022,Gabals
2014603,2501986,Palīgmateriāli,2000920146039,Gabals
2014604,2501979,Vadības plate Sirman,2000920146046,Gabals
2014605,2501973,"El.plīts virsmas sildelements Beko 2000W, 230V, D=180mm",2000920146053,Gabals
2014606,2501972,"El.plīts virsmas sildelements Hansa 1500W, 230V, D=180mm",2000920146060,Gabals
2014607,2502014,Plīts režīmu pārslēdzējs EGO oriģināls Beko,2000920146077,Gabals
2014608,2501976,"Zobsiksna 8M 1000-28mm ""Omega""",2000920146084,Gabals
2014609,2500464,Spiediena devējs 1/10Bar 4...20MA serija,2000920146091,Gabals
2014610,2502072,Palīgmateriāli,2000920146107,Gabals
2014611,TAGD4615Z-1/2,Saldēšanas iekārtas kompresors TAGD 4615Z - 1/2,2000920146114,Gabals
2014612,OTNA3102,Flat LED barošanas bloks CV 24V 1.5A 36W IP20 RA RL-driver,2000920146121,Gabals
2014615,000006306,Sildvirsma Abat 300x400,2000920146152,Gabals
2014617,M13028,Siltumizolācija M13028,2000000275574,Gabals
2014618,OLM395690,Palīgmateriāli,2000920146183,Gabals
2014620,KPEM160-OP,ABAT KPEM160-OP elektriskais katls,2000920146206,Gabals
2014623,441240104,Palīgmateriāli,2000920146237,Gabals
2014624,441185286,Palīgmateriāli,2000920146244,Gabals
2014625,2081171,Kit-8 head pressure test gauge,2000920146251,Gabals
2014626,1544382,Gasket Jeans 10-091 336x472mm PVC flexible PVC (1544382),2000920146268,Gabals
2014627,1001993,Drošin. NH00C 63A WT-00C/gG K 004181212,2000920146275,Gabals
2014628,OLS737752,Palīgmateriāli,2000920146282,Gabals
2014629,ATS22-8736,Pacēlāja pakalpojums,2000920146299,Gabals
2014630,IAM034928,Palīgmateriāli,2000920146305,Gabals
2014631,IAM034948,Palīgmateriāli,2000920146312,Gabals
2014632,441242141,Palīgmateriāli,2000920146329,Gabals
2014633,P16410A01,Roller grill P16410A01 graden grill double 140D,2000920146336,Gabals
2014634,15946,Tefcold FS1002S ledusskapis,2000920146343,Gabals
2014635,1561417,Fan motor ACi 4400 HU-517,2000920146350,Gabals
2014636,60004339,Blacha Podstawowa Prawa,2000920146367,Gabals
2014637,60004412,Blacha Podstawowa Lewa,2000920146374,Gabals
2014638,61009631,Trzpien Dolny,2000920146381,Gabals
2014639,80002128,Boijler bezcisnieniowy C,2000920146398,Gabals
2014640,3242892,Iekšējā poga 76-92mm,2000000166162,Gabals
2014641,3242894,Iekšējā poga 108-124mm,2000000110394,Gabals
2014642,3286061,Blīvgumija 1555x662mm,2000000112619,Gabals
2014643,3186004,Gumija 87x70x5mm,2000000308395,Gabals
2014644,2101073,Termostats 1-fāze 30-90'C,2000920146442,Gabals
2014645,5103770,Termostats 1-fāze 30-280'C,2000920146459,Gabals
2014646,3221137,Indicator light orange 250V,2000000284262,Gabals
2014647,5074348,Kit sleeve of silicone,2000920146473,Gabals
2014648,5078716,Gasket for inspection cover,2000920146480,Gabals
2014649,5106656,Solenoid valve Elbi 1 way 180'C,2000920146497,Gabals
2014650,3744069,1-fāzes termostats 30-90'C,2000920146503,Gabals
2014651,3050657,Nickel cable 2.5mm2-10m,2000000300566,Gabals
2014652,H4005TBK,"San Jamar H4005 salvešu dispensers uz galda liekams, melns",2000000212395,Gabals
2014653,EL0372994,Magnet door limit switch red cap,2000000339368,Gabals
2014654,EL0872849,Silikona līme S25 80ml,2000000138930,Gabals
2014655,901784,Gasket for walk-in fridges profile 9980,2000920146558,Meter
2014656,8010902,LED bar.bl. MW 12VDC 8W 0.67A,2000920146565,Gabals
2014657,38023828000,Tapa eņģei,2000000177366,Gabals
2014658,38047073000,Countersunk screw DIN965 M5x12-A2-70-T25,2000920146589,Gabals
2014659,N-06-3/8,Uzgrieznis N-06 3/8',2000920146596,Gabals
2014660,PS50,Spiediena relejs PS 50,2000920146602,Gabals
2014663,2531G7G01D10X004WM,Guntner GACV CP 050.2DN/3A-70.E iztvaikotājs,2000920146633,Gabals
2014664,8668086,Ventilatora mezgls,2000920146640,Gabals
2014665,4014150,Handy NT galds ar izlietni un 2 plauktiem 1400x730x900,2000920146657,Gabals
2014666,4013202,Handy NT nosūce 1300x1200x450,2000920146664,Gabals
2014667,4014151,Handy NT galds ar izlietni un plauktu 750x700x900,2000920146671,Gabals
2014668,LM98A147,LM-98A protective rubber,2000920146688,Gabals
2014669,089010010301,Līme un blīvmasa balta 300ml,2000920146695,Gabals
2014674,441136788,Palīgmateriāli,2000920146749,Gabals
2014675,APR03,Materiāli,2000920146756,Gabals
2014676,OLX-STD-00126800,Olympus XL Vac 100 iepakošanas iekārta,2000920146763,Gabals
2014677,8016141,CTX3 Minikontaktors 9A 4KW 24VDC 3pol.+1NO,2000920146770,Gabals
2014678,I0251836,Stikla vāks B-ICE 307x602 pelēks,2000920146787,Gabals
2014679,VIES01,Profils ar gumiju L=1820 pelēks,2000920146794,Gabals
2014680,VIES02,Behr cenu līste L=2500mm,2000920146800,Gabals
2014681,3020698,ABL IP67 dakša vada 3P+N+E 63A S53S35,2000920146817,Gabals
2014682,3020713,ABL IP67 rozete 3P+N+E 63A D53S36,2000920146824,Gabals
2014683,90120573,Palīgmateriāli,2000920146831,Gabals
2014684,441275666,Palīgmateriāli,2000920146848,Gabals
2014685,502040546,Skrūve pašgr.6.3x25 DIN7981C ZN (15gab),2000920146855,Gabals
2014686,4013756,Handy NT plāksne 1900x25x900,2000920146862,Gabals
2014687,4009485,Handy NT griezto ziedu statīvs 1125x360x1378,2000920146879,Gabals
2014688,144001,Bizerba VS 11 A-AC 230V/50Hz pusautomātiskais šķēļotājs,2000920146886,Gabals
2014689,500222433,Gumijas kabelis H05RR-F 5x2.5,2000920146893,Meter
2014690,441259952,Palīgmateriāli,2000920146909,Gabals
2014691,OLS738574,Palīgmateriāli,2000920146916,Gabals
2014692,6202.2ZR.C3FAG,Gultnis 6202.2ZR.C3 FAG,2000920146923,Gabals
2014693,26KCE-TFD-551,Kompresors ZB 26KCE-TFD-551,2000920146930,Gabals
2014694,8025772,"Ventilis ROTALOCK 7/8""+5/8"" 8025772",2000920146947,Gabals
2014695,2502005,Blīvgumija Eloma T10-11 vecā krāsns,2000920146954,Gabals
2014696,2500517,*Stīgu kmpl. siera griezējam 10gab.,2000920146961,Gabals
2014697,2502073,Cepšanas paplāte neperforēta 450x600mm,2000920146978,Gabals
2014698,2500670,Teflona lenta 20mm,2000920146985,Meter
2014699,2502058,JAC UNIC lenta F6040095,2000920146992,Gabals
2014700,2502059,JAC Tradiform vāka blīvgumija F1500009,2000920147005,Gabals
2014701,2500585,Kondensators 8MF 450V 50/60Hz,2000920147012,Gabals
2014704,DRE625709,Palīgmateriāli,2000920147043,Gabals
2014705,ULM488682,Palīgmateriāli,2000920147050,Gabals
2014706,SD5652-R6T2003E,Conveyor belt 600/1400,2000920147067,Gabals
2014707,250230,Halogēnspuldze Philips 20W T22 BA15,2000920147074,Gabals
2014708,1A1DAL2,DDPI forme SN=10mm no flush 10-3,2000920147081,Gabals
2014709,IA6001FAG,Gultnis 6001C .2HRS.C3 FAG,2000920147098,Gabals
2014710,SD426605-02,"Seal, outside C/series",2000920147104,Gabals
2014711,SD419537-01,Sealing washer for V series,2000920147111,Gabals
2014712,SD652-R6T2003B,Conveyor belt 600/950,2000920147128,Gabals
2014713,VK-004,Uzmava 5/8-7/8 - 17x30,2000920147135,Gabals
2014714,2502070,Palīgmateriāli,2000920147142,Gabals
2014715,2501938,Augsta spiediena tīrītājs kondensatoriem Power Clean out,2000920147159,Gabals
2014719,10453SFK007G,"Cup Ag 45%, 1.5mm lodstienis",2000920147197,Gabals
2014720,2605P0016G,"Cup Ag 5%, 2x2mm lodstienis",2000920147203,Gabals
2014721,EMI10W,10 W elektromotors (EMI10W),2000000129006,Gabals
2014722,2500977,*Kompresors NEK2125GK,2000920147227,Gabals
2014723,441372300,Palīgmateriāli,2000920147234,Gabals
2014727,441463580,Palīgmateriāli,2000920147272,Gabals
2014728,441441405,Montāžas materiāli,2000920147289,Gabals
2014729,441441813,Montāžas materiāli,2000920147296,Gabals
2014730,OLS739014,Palīgmateriāli,2000920147302,Gabals
2014731,200000617,"PT1000B-6X80-A316-0000-3, 0TTS temp.sens. - 200...+500C",2000920147319,Gabals
2014732,77682553,Bērnu iepirkumu ratiņu karogs ar Rimi logo,2000000050713,Gabals
2014742,NT6220Z,Kompresors NT 6220Z,2000000249155,Gabals
2014743,NEK6210GK,Kompresors NEK 6210 GK,2000000087276,Gabals
2014744,2502006,Neilona plāksne (kmpl),2000920147449,Gabals
2014745,2501105,Gāzes balons Multigas 300,2000920147456,Gabals
2014746,NT6222GK,Kompresors NT 6222 GK,2000920147463,Gabals
